Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
FORMOSA,Formosa,Mariano Boedo,34014040,0,0,0,0,0,0,0,31,31
FORMOSA,Formosa,Mojón de Fierro,34014050,0,0,0,0,0,1,0,28,29
FORMOSA,Formosa,San Hilario,34014060,0,0,0,0,0,1,0,28,29
FORMOSA,Formosa,Villa del Carmen,34014070,0,0,0,80,0,2,0,56,138
FORMOSA,Laishi,Banco Payaguá,34021010,0,0,0,0,0,0,0,32,32
FORMOSA,Laishi,General Lucio Victorio Mansilla,34021020,7,0,0,0,0,2,0,167,176
FORMOSA,Laishi,Herradura,34021030,0,0,0,0,0,0,0,131,131
FORMOSA,Laishi,OTROS,Sin Datos,0,0,0,0,0,0,0,132,132
FORMOSA,Laishi,San Francisco de Laishi,34021040,0,0,0,0,0,3,0,240,243
FORMOSA,Laishi,Tatané,34021050,0,0,0,0,0,0,0,61,61
FORMOSA,Laishi,Villa Escolar,34021060,0,0,0,0,0,0,0,102,102
FORMOSA,Matacos,Ingeniero Guillermo N. Juárez,34028010,205,0,0,0,0,1,0,254,460
FORMOSA,Patiño,Bartolomé de las Casas,34035010,0,0,0,0,0,1,0,6,7
FORMOSA,Patiño,Comandante Fontana,34035030,0,0,0,0,0,0,0,751,751
FORMOSA,Patiño,Estanislao del Campo,34035050,29,0,0,0,0,0,0,157,186
FORMOSA,Patiño,Fortín Cabo 1º Lugones,34035060,0,0,0,0,0,0,0,145,145
FORMOSA,Patiño,Fortín Sargento 1º Leyes,34035070,0,0,0,0,0,0,0,6,6
FORMOSA,Patiño,Ibarreta,34035080,226,0,0,0,0,3,0,519,748
FORMOSA,Patiño,Juan G. Bazán,34035090,0,0,0,0,0,0,0,11,11
FORMOSA,Patiño,Las Lomitas,34035100,444,0,0,1526,0,4,0,235,2209
FORMOSA,Patiño,OTROS,Sin Datos,0,0,0,0,0,0,0,44,44
FORMOSA,Patiño,Posta Cambio Zalazar,34035110,0,0,0,0,0,0,0,58,58
FORMOSA,Patiño,Pozo del Tigre,34035120,25,0,0,200,0,0,0,190,415
FORMOSA,Patiño,San Martín II,34035140,0,0,0,1,0,0,0,369,370
FORMOSA,Patiño,Subteniente Perín,34035150,0,0,0,0,0,1,0,71,72
FORMOSA,Patiño,Villa General Güemes,34035160,0,0,0,2,0,0,0,447,449
FORMOSA,Patiño,Villa General Manuel Belgrano,34035170,0,0,0,1,0,0,0,451,452
FORMOSA,Patiño,San Martín I,34035130,0,0,0,0,0,0,0,5,5
FORMOSA,Pilagás,Buena Vista,34042010,0,0,0,3,0,0,0,315,318
FORMOSA,Pilagás,El Espinillo,34042020,0,0,0,0,0,1,0,300,301
FORMOSA,Pilagás,Misión Tacaagle,34042040,0,0,0,0,0,0,0,149,149
FORMOSA,Pilagás,Tres Lagunas,34042060,15,0,0,0,0,1,0,97,113
FORMOSA,Pilagás,Laguna Gallo,34042030,0,0,0,0,0,0,0,5,5
FORMOSA,Pilcomayo,Clorinda,34049010,947,20,0,2890,15,1,0,88,3961
FORMOSA,Pilcomayo,Laguna Blanca,34049020,27,0,0,0,0,0,0,41,68
FORMOSA,Pilcomayo,Laguna Naick-Neck,34049030,101,0,0,0,0,2,0,352,455
FORMOSA,Pilcomayo,Palma Sola,34049040,0,0,0,0,0,0,0,18,18
FORMOSA,Pilcomayo,Riacho He-He,34049060,0,0,0,1,0,0,0,414,415
FORMOSA,Pilcomayo,Siete Palmas,34049080,20,0,0,1,0,0,0,82,103
FORMOSA,Pilcomayo,Puerto Pilcomayo,34049050,0,0,0,0,0,0,0,3,3
FORMOSA,Pilcomayo,Riacho Negro,34049070,0,0,0,0,0,0,0,3,3
FORMOSA,Pirané,Colonia Campo Villafañe,34056010,0,0,0,52,0,0,0,145,197
FORMOSA,Pirané,El Colorado,34056020,1341,0,0,160,2,5,0,869,2377
FORMOSA,Pirané,Palo Santo,34056030,0,173,0,0,0,1,0,292,466
FORMOSA,Pirané,Pirané,34056040,0,0,0,957,100,4,0,466,1527
FORMOSA,Pirané,Villa Kilómetro 213,34056050,0,0,0,0,0,0,0,433,433
FORMOSA,Ramón Lista,El Potrillo,34063010,0,0,0,0,0,0,0,22,22
FORMOSA,Ramón Lista,El Quebracho,34063030,0,0,0,0,0,0,0,12,12
FORMOSA,Ramón Lista,General Mosconi,34063020,0,0,0,8,0,3,0,37,48
FORMOSA,Ramón Lista,OTROS,Sin Datos,0,0,0,0,0,8,0,0,8
JUJUY,Cochinoca,Abra Pampa,38007020,0,0,0,0,0,3,0,221,224
JUJUY,Cochinoca,Puesto del Marquéz,38007060,0,0,0,5,0,0,0,0,5
JUJUY,Doctor Manuel Belgrano,Guerrero,38021010,51,94,0,3,0,0,0,0,148
JUJUY,Doctor Manuel Belgrano,Lozano (Ap. Chañi),38021040,0,0,0,0,0,0,0,111,111
JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),38021060,4361,38206,0,41619,36,5,0,141,84368
JUJUY,Doctor Manuel Belgrano,Yala,38021070,0,0,0,0,0,0,0,3,3
JUJUY,Doctor Manuel Belgrano,La Almona,38021020,0,5,0,69,0,0,0,0,74
JUJUY,Doctor Manuel Belgrano,Dr. Manuel Belgrano,38021065,0,0,0,4,0,0,0,8,12
JUJUY,Doctor Manuel Belgrano,León,38021030,0,504,0,0,0,0,0,0,504
JUJUY,El Carmen,El Carmen,38014040,294,359,0,510,0,2,0,1,1166
JUJUY,El Carmen,Manantiales,38014060,0,0,0,0,0,2,0,0,2
JUJUY,El Carmen,Monterrico,38014070,0,1043,0,0,0,1,0,10,1054
JUJUY,El Carmen,Pampa Blanca,38014080,56,261,0,0,0,2,0,1,320
JUJUY,El Carmen,Perico,38014090,0,1380,0,575,0,1,0,10,1966
JUJUY,El Carmen,Puesto Viejo,38014100,0,87,0,0,0,1,0,0,88
JUJUY,El Carmen,Aguas Calientes,38014010,0,0,0,0,0,0,0,28,28
JUJUY,Humahuaca,El Aguilar,38028020,0,0,0,0,0,1,0,0,1
JUJUY,Humahuaca,Hipólito Yrigoyen (Est. Iturbe),38028030,0,0,0,5,0,0,0,0,5
JUJUY,Humahuaca,Humahuaca,38028040,342,0,0,0,0,6,0,330,678
JUJUY,Humahuaca,Tres Cruces,38028050,0,0,0,5,0,0,0,0,5
JUJUY,Humahuaca,Uquía (Est. Senador Pérez),38028060,4,0,0,5,0,0,0,0,9
JUJUY,Ledesma,Caimancito,38035030,179,0,0,0,0,1,0,37,217
JUJUY,Ledesma,Calilegua,38035040,0,500,0,0,0,1,0,144,645
JUJUY,Ledesma,Chalicán,38035050,0,0,0,0,0,0,0,78,78
JUJUY,Ledesma,Fraile Pintado,38035060,538,23,0,0,0,1,0,121,683
JUJUY,Ledesma,Libertador General San Martín (Est. Ledesma),38035080,60,6065,0,1000,0,3,0,787,7915
JUJUY,Ledesma,Yuto,38035110,0,0,0,0,0,1,0,176,177
JUJUY,OTROS,OTROS,Sin Datos,0,0,0,0,1085,0,0,0,1085
JUJUY,Palpalá,Carahunco,38042010,1,0,0,0,0,0,0,0,1
JUJUY,Palpalá,Centro Forestal,38042020,15,0,0,0,0,0,0,0,15
JUJUY,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),38042040,1931,1039,0,3431,0,3,0,1,6405
JUJUY,Palpalá,Rio Blanco,38042010,0,53,0,12,0,0,0,0,65
JUJUY,Rinconada,Liviara,38049020,0,0,0,0,0,5,0,0,5
JUJUY,Rinconada,Loma Blanca,38049025,0,0,0,0,0,2,0,0,2
JUJUY,Rinconada,Nuevo Pirquitas,38049030,0,0,0,5,0,1,0,0,6
JUJUY,Rinconada,Coyaguaima,38049007,0,0,0,5,0,0,0,0,5
JUJUY,Rinconada,Orosmayo,38049035,0,0,0,5,0,0,0,0,5
JUJUY,Rinconada,Rinconada,38049040,0,0,0,0,0,2,0,0,2
JUJUY,Rinconada,Lagunillas de Farallón,38049010,0,0,0,9,0,0,0,0,9
JUJUY,San Antonio,Loteo Navea,38056020,0,0,0,80,0,0,0,0,80
JUJUY,San Antonio,San Antonio,38056030,1,130,0,0,0,1,0,0,132
JUJUY,San Antonio,El Ceibal,38056010,0,0,0,1,0,0,0,0,1
JUJUY,San Antonio,Los Alisos,38056017,1,0,0,0,0,0,0,0,1
JUJUY,San Pedro,La Esperanza,38063070,0,0,0,0,0,1,0,15,16
JUJUY,San Pedro,La Mendieta,38063090,0,0,0,0,0,1,0,240,241
JUJUY,San Pedro,San Pedro (Est. San Pedro de Jujuy),38063180,2950,1334,0,1884,0,1,0,75,6244
JUJUY,San Pedro,San Lucas,38063170,0,0,0,0,0,0,0,10,10
JUJUY,San Pedro,Don Emilio,38063030,0,0,0,0,0,0,0,37,37
JUJUY,San Pedro,Rosario de Río Grande,38063150,0,0,0,0,0,0,0,54,54
JUJUY,SANTA BARBARA,El Fuerte,38070010,0,0,0,0,0,5,0,0,5
JUJUY,SANTA BARBARA,El Piquete,38070020,67,0,0,0,0,0,0,29,96
JUJUY,SANTA BARBARA,El Talar,38070030,0,0,0,0,0,1,0,141,142
JUJUY,SANTA BARBARA,OTROS,Sin Datos,0,0,0,0,0,3,0,0,3
JUJUY,SANTA BARBARA,Palma Sola,38070040,0,0,0,0,0,1,0,116,117
JUJUY,SANTA BARBARA,Santa Clara,38070060,88,0,0,0,0,1,0,87,176
JUJUY,SANTA BARBARA,Vinalito,38070070,0,0,0,0,0,0,0,30,30
JUJUY,Santa Catalina,Casira,38077010,0,0,0,5,0,0,0,0,5
JUJUY,Santa Catalina,Ciénega,38077020,0,0,0,5,0,0,0,0,5
JUJUY,Santa Catalina,Cieneguillas,38077030,0,0,0,5,0,0,0,0,5
JUJUY,Santa Catalina,Cusi Cusi,38077040,0,0,0,5,0,0,0,0,5
JUJUY,Santa Catalina,Misarrumi,38077060,0,0,0,0,0,5,0,0,5
JUJUY,Santa Catalina,Oratorio,38077070,0,0,0,5,0,0,0,0,5
JUJUY,Santa Catalina,Paicone,38077080,0,0,0,5,0,0,0,0,5
JUJUY,Santa Catalina,Santa Catalina,38077100,0,0,0,5,0,1,0,0,6
JUJUY,Susques,El Toro,38084030,0,0,0,20,0,0,0,0,20
JUJUY,Susques,Huáncar,38084040,0,0,0,27,0,0,0,0,27
JUJUY,Susques,Olacapato,38084055,0,0,0,8,0,0,0,1,9
JUJUY,Susques,Olaroz Chico,38084060,0,0,0,30,0,0,0,6,36
JUJUY,Susques,Pastos Chicos,38084070,0,0,0,22,0,0,0,0,22
JUJUY,Susques,Puesto Sey,38084080,0,0,0,20,0,0,0,0,20
JUJUY,Susques,San Juan de Quillaqués,38084090,0,0,0,12,0,5,0,0,17
JUJUY,Susques,Susques,38084100,0,0,0,275,0,10,0,57,342
JUJUY,Susques,Coranzuli,38084020,0,0,0,60,0,0,0,0,60
JUJUY,Susques,Catua,38084010,0,0,0,70,0,1,0,0,71
JUJUY,Susques,Jama,38084045,0,0,0,11,0,0,0,0,11
JUJUY,Susques,Mina Providencia,38084050,0,0,0,5,0,0,0,0,5
JUJUY,Tilcara,Huacalera,38094020,0,0,0,5,0,0,0,0,5
JUJUY,Tilcara,Maimará,38094040,0,0,0,5,0,2,0,77,84
JUJUY,Tilcara,Tilcara,38094050,0,0,0,10,0,2,0,375,387
JUJUY,Tumbaya,Bárcena,38098010,0,0,0,0,0,0,0,111,111
JUJUY,Tumbaya,Purmamarca,38098030,70,0,0,0,0,0,0,1,71
JUJUY,Tumbaya,Volcán,38098050,0,0,0,0,0,0,0,93,93
JUJUY,Tumbaya,El Moreno,38098020,0,0,0,0,1,0,0,0,1
JUJUY,Tumbaya,Tumbaya,38098040,0,0,0,0,0,0,0,342,342
JUJUY,Valle Grande,Santa Ana,38105040,0,0,0,0,0,2,0,0,2
JUJUY,Yavi,Barrios,38112010,0,0,0,5,0,0,0,0,5
JUJUY,Yavi,Cangrejillos,38112020,0,0,0,5,0,1,0,0,6
JUJUY,Yavi,La Intermedia,38112040,0,0,0,5,0,0,0,0,5
JUJUY,Yavi,La Quiaca,38112050,660,0,0,75,5,1,0,0,741
JUJUY,Yavi,Pumahuasi,38112070,0,0,0,5,0,0,0,0,5
JUJUY,Yavi,Yavi Chico,38112090,0,0,0,5,0,0,0,0,5
LA PAMPA,Atreucó,Doblas,42007010,0,319,0,72,0,1,0,34,426
LA PAMPA,Atreucó,Macachín,42007020,0,0,0,1087,0,1,0,613,1701
LA PAMPA,Atreucó,Miguel Riglos,42007030,0,0,0,3,0,1,0,110,114
LA PAMPA,Atreucó,Rolón,42007040,0,0,0,0,0,1,0,73,74
LA PAMPA,Atreucó,Tomas M. Anchorena,42007050,0,0,1,0,0,1,0,5,7
LA PAMPA,Caleu Caleu,La Adela,42014020,0,371,0,0,0,1,0,549,921
LA PAMPA,Caleu Caleu,Anzoategui,42014010,0,0,0,0,1,2,0,0,3
LA PAMPA,Capital,Anguil,42021010,0,138,0,266,65,1,0,367,837
LA PAMPA,Capital,Santa Rosa,42021020,1492,45921,64,3942,1,3,0,556,51979
LA PAMPA,Catriló,Catriló,42028010,0,541,1,717,327,2,0,0,1588
LA PAMPA,Catriló,La Gloria,42028020,0,0,0,0,24,0,0,0,24
LA PAMPA,Catriló,Lonquimay,42028030,0,278,0,1,71,1,0,0,351
LA PAMPA,Catriló,Uriburu,42028040,0,90,0,1,94,1,0,115,301
LA PAMPA,Chalileo,Santa Isabel,42049010,0,0,2,0,0,1,0,819,822
LA PAMPA,Chapaleufú,Bernardo Larroude,42056010,0,0,1,110,0,1,0,463,575
LA PAMPA,Chapaleufú,Ceballos,42056020,0,0,0,1,0,1,0,91,93
LA PAMPA,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),42056030,0,0,0,0,0,1,0,247,248
LA PAMPA,Chapaleufú,Intendente Alvear,42056040,67,613,1,606,1,1,0,297,1586
LA PAMPA,Chapaleufú,Sarah,42056050,0,0,0,0,0,2,0,16,18
LA PAMPA,Chapaleufú,Vértiz,42056060,0,0,0,0,0,0,0,107,107
LA PAMPA,Chical Co,La Humada,42063020,0,0,0,0,0,1,0,224,225
LA PAMPA,Conhelo,Conhelo,42035010,0,0,0,0,0,0,0,46,46
LA PAMPA,Conhelo,Eduardo Castex,42035020,1257,1341,0,729,0,1,0,108,3436
LA PAMPA,Conhelo,Mauricio Mayer,42035030,0,0,0,0,0,1,0,30,31
LA PAMPA,Conhelo,Monte Nievas,42035040,0,0,0,0,0,1,0,45,46
LA PAMPA,Conhelo,Rucanelo,42035050,0,0,0,1,0,0,0,26,27
LA PAMPA,Conhelo,Winifreda,42035060,0,192,1,693,2,0,0,195,1083
LA PAMPA,Curacó,Gobernador Duval,42042010,0,0,0,0,0,1,0,105,106
LA PAMPA,Curacó,Puelches,42042020,0,0,0,0,0,1,0,100,101
LA PAMPA,Guatraché,Alpachiri,42070010,631,0,0,2,0,1,0,0,634
LA PAMPA,Guatraché,General Manuel J. Campos,42070020,0,0,0,2,0,1,0,0,3
LA PAMPA,Guatraché,Guatraché,42070030,0,239,0,2,0,1,0,270,512
LA PAMPA,Guatraché,Santa Teresa,42070050,0,0,0,2,0,0,0,0,2
LA PAMPA,Guatraché,Perú,42070040,0,0,0,1,0,0,0,44,45
LA PAMPA,Hucal,Abramo,42077010,0,0,0,1,0,0,0,69,70
LA PAMPA,Hucal,Bernasconi,42077020,37,0,0,1,0,1,0,684,723
LA PAMPA,Hucal,General San Martín (Est. Villa Alba),42077030,0,0,0,2,0,0,0,826,828
LA PAMPA,Hucal,Jacinto Arauz,42077050,631,0,0,2,0,2,0,76,711
LA PAMPA,Limay Mahuida,La Reforma,42091010,0,0,0,0,0,1,0,67,68
LA PAMPA,Limay Mahuida,Limay Mahuida,42091020,0,0,0,0,0,1,0,23,24
LA PAMPA,Loventué,Carro Quemado,42098010,0,0,0,1,0,1,0,50,52
LA PAMPA,Loventué,Luan Toro,42098030,0,0,0,0,0,1,0,67,68
LA PAMPA,Loventué,Telén,42098040,0,0,0,1,0,1,0,198,200
LA PAMPA,Loventué,Victorica,42098050,0,0,0,2,0,1,0,482,485
LA PAMPA,Loventué,Loventué,42098020,0,0,0,1,0,0,0,0,1
LA PAMPA,Maracó,Agustoni,42105010,0,0,0,0,0,0,0,29,29
LA PAMPA,Maracó,Dorila,42105020,0,0,0,1,0,0,0,53,54
LA PAMPA,Maracó,General Pico,42105030,2091,1,85,17058,0,1,0,3015,22251
LA PAMPA,Maracó,Speluzzi,42105040,0,0,0,1,0,0,0,41,42
LA PAMPA,OTROS,OTROS,Sin Datos,0,1,0,0,0,0,0,0,1
LA PAMPA,Puelén,25 de Mayo,42112020,0,0,0,1026,0,0,0,1090,2116
LA PAMPA,Puelén,Puelén,42112010,0,0,1,0,0,1,0,127,129
LA PAMPA,Puelén,Casa De Piedra,42112005,0,0,0,0,0,0,0,80,80
LA PAMPA,Quemú Quemú,Colonia Barón,42119010,0,0,2,550,0,1,0,90,643
LA PAMPA,Quemú Quemú,Miguel Cané,42119030,0,0,0,133,105,1,0,0,239
LA PAMPA,Quemú Quemú,Quemú Quemú,42119040,0,0,1,1098,113,1,0,143,1356
LA PAMPA,Quemú Quemú,Relmo,42119050,0,0,0,0,26,0,0,0,26
LA PAMPA,Quemú Quemú,Villa Mirasol,42119060,0,0,0,0,0,0,0,169,169
LA PAMPA,Rancul,Caleufú,42126010,0,350,0,2,0,2,0,0,354
LA PAMPA,Rancul,La Maruja,42126030,0,150,0,0,0,1,0,0,151
LA PAMPA,Rancul,Parera,42126040,0,0,0,455,1,1,0,267,724
LA PAMPA,Rancul,Quetrequén,42126060,0,0,0,1,0,1,0,152,154
LA PAMPA,Rancul,Rancul,42126070,0,0,0,201,18,2,0,652,873
LA PAMPA,Rancul,Pichi Huinca,42126050,0,0,0,1,0,0,0,0,1
LA PAMPA,Realicó,Adolfo Van Praet,42133010,0,6,0,0,0,1,0,23,30
LA PAMPA,Realicó,Alta Italia,42133020,0,0,0,0,0,1,0,463,464
LA PAMPA,Realicó,Damián Maisonave (Est. Simson),42133030,0,0,0,2,0,0,0,109,111
LA PAMPA,Realicó,Embajador Martini,42133040,13,0,0,7,0,1,0,531,552
LA PAMPA,Realicó,Falucho,42133050,0,0,0,0,0,1,0,82,83
LA PAMPA,Realicó,Ingeniero Luiggi,42133060,0,0,0,240,0,2,0,1418,1660
LA PAMPA,Realicó,Ojeda,42133070,0,0,0,0,0,0,0,8,8
LA PAMPA,Realicó,Realicó,42133080,133,0,1,1931,0,1,0,1232,3298
LA PAMPA,Toay,Toay,42140020,219,5597,0,689,0,1,0,259,6765
LA PAMPA,Trenel,Arata,42147010,0,0,0,21,0,1,0,229,251
LA PAMPA,Trenel,Metileo,42147020,0,0,0,0,0,1,0,60,61
LA PAMPA,Trenel,Trenel,42147030,67,0,0,1197,0,2,0,123,1389
LA PAMPA,Utracán,Ataliva Roca,42154010,0,0,0,2,0,1,0,382,385
LA PAMPA,Utracán,Chacharramendi,42154020,0,0,0,0,0,2,0,104,106
LA PAMPA,Utracán,Colonia Santa María,42154030,0,0,1,1,0,0,0,163,165
LA PAMPA,Utracán,General Acha,42154040,206,2915,0,1462,23,2,0,333,4941
LA PAMPA,Utracán,Quehué,42154050,0,0,0,1,0,1,0,298,300
LA PAMPA,Utracán,Unanué,42154060,0,0,0,1,0,0,0,60,61
LA PAMPA,Lihuel Calel,Cuchillo Co,42084010,0,0,0,1,0,1,0,0,2
LA RIOJA,Arauco,Aimogasta,46007010,77,2031,0,4,0,1,0,87,2200
LA RIOJA,Arauco,Estación Mazán,46007040,0,0,0,0,0,1,0,14,15
LA RIOJA,Arauco,Villa Mazán,46007050,0,0,0,0,0,0,0,156,156
LA RIOJA,Arauco,Machigasta,46007040,0,0,0,0,0,0,0,3,3
LA RIOJA,Capital,La Rioja,46014010,2556,36510,4,18343,6,3,0,1223,58645
LA RIOJA,Castro Barros,Anillaco,46021020,0,453,0,1,0,1,0,0,455
LA RIOJA,Castro Barros,Los Molinos,46021050,0,49,0,0,0,0,0,4,53
LA RIOJA,Castro Barros,San Pedro,46021070,0,28,0,0,0,0,0,45,73
LA RIOJA,Castro Barros,Aminga,46021010,0,158,0,1,0,0,0,17,176
LA RIOJA,Castro Barros,Anjullón,46021030,0,44,0,1,0,0,0,64,109
LA RIOJA,Castro Barros,Chuquis,46021040,0,39,0,0,0,0,0,0,39
LA RIOJA,Castro Barros,Pinchas,46021060,0,49,0,0,0,0,0,1,50
LA RIOJA,Castro Barros,Santa Vera Cruz,46021080,0,0,0,0,0,0,0,5,5
LA RIOJA,Chamical,Chamical,46035010,170,2963,0,8,0,1,0,9,3151
LA RIOJA,Chilecito,Chilecito,46042010,355,4483,0,4162,0,0,0,96,9096
LA RIOJA,Chilecito,Colonia Vichigasta,46042050,0,0,0,0,0,1,0,0,1
LA RIOJA,Chilecito,Los Sarmientos,46042030,0,157,0,0,0,0,0,0,157
LA RIOJA,Chilecito,Nonogasta,46042090,63,824,0,1,0,1,0,6,895
LA RIOJA,Chilecito,San Miguel,46042030,0,60,0,0,0,0,0,5,65
LA RIOJA,Chilecito,San Nicolás,46042100,0,0,0,0,0,0,0,7,7
LA RIOJA,Chilecito,Vichigasta,46042140,37,0,0,1,0,1,0,103,142
LA RIOJA,Chilecito,Colonia Anguinán,46042020,0,161,0,1,0,0,0,69,231
LA RIOJA,Chilecito,Guanchín,46042060,0,0,0,0,0,0,0,2,2
LA RIOJA,Chilecito,Malligasta,46042070,0,0,0,0,0,0,0,185,185
LA RIOJA,Chilecito,Santa Florentina,46042110,0,0,0,0,0,0,0,7,7
LA RIOJA,Chilecito,Sañogasta,46042120,0,0,0,0,0,0,0,219,219
LA RIOJA,Chilecito,Tilimuqui,46042130,0,0,0,0,0,0,0,13,13
LA RIOJA,Chilecito,La Puntilla,46042030,0,0,0,0,0,0,0,1,1
LA RIOJA,Coronel Felipe Varela,Guandacol,46028020,0,379,0,2,0,1,0,0,382
LA RIOJA,Coronel Felipe Varela,Santa Clara,46028010,0,0,0,0,0,0,0,41,41
LA RIOJA,Coronel Felipe Varela,Villa Unión,46028050,0,1122,0,3,0,1,0,258,1384
LA RIOJA,Coronel Felipe Varela,Aicuña,46028010,0,0,0,0,0,0,0,47,47
LA RIOJA,Coronel Felipe Varela,Los Palacios,46028030,0,0,0,0,0,0,0,107,107
LA RIOJA,Coronel Felipe Varela,Pagancillo,46028040,0,0,0,1,0,0,0,126,127
LA RIOJA,Famatina,Famatina,46049070,0,202,0,2,0,0,0,5,209
LA RIOJA,Famatina,Angulos,46049020,0,0,0,0,0,0,0,6,6
LA RIOJA,Famatina,Campanas,46049050,0,0,0,1,0,0,0,161,162
LA RIOJA,Famatina,Chañarmuyo,46049060,0,0,0,0,0,0,0,29,29
LA RIOJA,Famatina,La Cuadra,46049080,0,0,0,0,0,0,0,22,22
LA RIOJA,Famatina,Pituil,46049090,0,0,0,0,0,0,0,153,153
LA RIOJA,Famatina,Santa Cruz,46049110,0,0,0,0,0,0,0,22,22
LA RIOJA,General Angel V. Peñaloza,Tama,46056020,7,0,0,1,0,0,0,149,157
LA RIOJA,General Angel V. Peñaloza,Punta de los Llanos,46056010,0,0,0,1,0,0,0,93,94
LA RIOJA,General Belgrano,Chañar,46063020,7,0,0,1,0,0,0,90,98
LA RIOJA,General Belgrano,Loma Blanca,46063030,0,0,0,0,0,2,0,0,2
LA RIOJA,General Belgrano,Olta,46063040,0,1069,0,1,0,1,0,6,1077
LA RIOJA,General Belgrano,Castro Barros,46063010,0,0,0,0,0,0,0,1,1
LA RIOJA,General Ocampo,Santa Rita de Catuna,46084050,0,299,0,0,0,1,0,0,300
LA RIOJA,General Ocampo,Ambil,46084010,0,0,0,0,0,0,0,34,34
LA RIOJA,General Ocampo,Milagro,46084030,0,813,0,1,0,0,0,0,814
LA RIOJA,General San Martín,Ulapes,46091010,0,691,0,2,0,0,0,1,694
LA RIOJA,Independencia,Amaná,46105010,1,0,0,0,0,0,0,1,2
LA RIOJA,Independencia,OTROS,Sin Datos,0,0,0,0,0,1,0,0,1
LA RIOJA,Independencia,Patquía,46105020,21,0,0,1,0,0,0,279,301
LA RIOJA,Rosario Vera Peñaloza,Chepes,46112010,2,2312,0,3,0,1,0,373,2691
LA RIOJA,Rosario Vera Peñaloza,Desiderio Tello,46112020,0,0,0,0,0,0,0,116,116
LA RIOJA,Sanagasta,Villa Sanagasta,46126010,0,543,0,5,0,1,0,5,554
LA RIOJA,San Blas de los Sauces,Los Robles,46119010,0,1,0,3,0,1,0,102,107
LA RIOJA,San Blas de los Sauces,Alpasinche,46119010,0,0,0,2,0,0,0,49,51
LA RIOJA,San Blas de los Sauces,Salicas - San Blas,46119010,0,0,0,0,0,0,0,156,156
LA RIOJA,San Blas de los Sauces,Andolucas,46119010,0,0,0,0,0,0,0,16,16
LA RIOJA,San Blas de los Sauces,Chaupihuasi,46119010,0,0,0,0,0,0,0,16,16
LA RIOJA,San Blas de los Sauces,Cuipan,46119010,0,0,0,0,0,0,0,50,50
LA RIOJA,San Blas de los Sauces,Las Talas,46119010,0,1,0,0,0,0,0,42,43
LA RIOJA,San Blas de los Sauces,San Blas,46119010,0,0,0,0,0,0,0,48,48
LA RIOJA,San Blas de los Sauces,Shaqui,46119010,0,0,0,1,0,0,0,73,74
LA RIOJA,San Blas de los Sauces,Suriyaco,46119010,0,0,0,0,0,0,0,2,2
LA RIOJA,San Blas de los Sauces,Tuyubil,46119010,0,0,0,0,0,0,0,2,2
LA RIOJA,General Juan F. Quiroga,San Antonio,46070040,0,0,0,0,0,0,0,33,33
LA RIOJA,General Juan F. Quiroga,Malanzán,46070010,0,0,0,1,0,0,0,347,348
LA RIOJA,General Juan F. Quiroga,Nácate,46070020,0,0,0,0,0,0,0,78,78
LA RIOJA,General Juan F. Quiroga,Portezuelo,46070030,0,0,0,1,0,0,0,227,228
LA RIOJA,General Lamadrid,Villa Castelli,46077010,0,0,0,1,0,0,0,255,256
LA RIOJA,Vinchina,Jagüé,46098010,0,0,0,0,0,0,0,2,2
LA RIOJA,Vinchina,Villa San José de Vinchina,46098020,0,0,0,2,0,0,0,431,433
MENDOZA,Capital,Mendoza,50007010,3498,60064,176,45082,23,13,0,2042,110898
MENDOZA,General Alvear,Bowen,50014010,0,68,1,0,0,0,0,95,164
MENDOZA,General Alvear,General Alvear,50014030,527,3543,1,2224,33,1,0,3385,9714
MENDOZA,General Alvear,Carmensa,50014020,0,0,0,0,0,0,0,79,79
MENDOZA,Godoy Cruz,Godoy Cruz,50021010,2110,10,84,39554,11,2,0,1012,42783
MENDOZA,Godoy Cruz,Gobernador Benegas,50021010,0,0,0,332,0,0,0,0,332
MENDOZA,Godoy Cruz,Las Tortugas,50021010,0,0,0,532,0,0,0,0,532
MENDOZA,Godoy Cruz,San Francisco Del Monte,50021010,0,0,0,160,0,0,0,0,160
MENDOZA,Godoy Cruz,Villa Hipodromo,50021010,0,0,0,6,0,0,0,0,6
MENDOZA,Guaymallén,Bermejo,50028030,0,0,0,2,0,0,0,0,2
MENDOZA,Guaymallén,Colonia Segovia,50028010,0,0,0,1,0,0,0,142,143
MENDOZA,Guaymallén,Guaymallén,50028020,1210,2157,81,40111,17,0,0,1533,45109
MENDOZA,Guaymallén,La Primavera,50028030,0,0,0,0,0,0,0,27,27
MENDOZA,Guaymallén,Los Corralitos,50028040,22,0,2,0,0,1,0,49,74
MENDOZA,Guaymallén,OTROS,Sin Datos,0,0,0,0,0,0,0,150,150
MENDOZA,Guaymallén,Puente de Hierro,50028050,778,0,3,0,0,0,0,116,897
MENDOZA,Guaymallén,Dorrego,50028030,0,0,0,1,0,0,0,0,1
